attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
13938,2649,,,,,,,,,,,,,,
13939,2648,,,,,,,,,,,,,,
13940,2647,,,,,,,,,,,,,,
13941,2646,,,,,,,,,,,,,,
13942,2645,,,,,,,,,,,,,,
13943,2632,2023.0,9.0,17.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,NoName057(16),,NoName057(16),,,Non-state-group,Hacktivist(s)
13979,2631,2023.0,4.0,28.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,BlackCat/ALPHV,,BlackCat/ALPHV,RU,Russia,Non-state-group,Criminal(s)
13980,2630,,,,,,,,,,,,,,
13981,2629,2023.0,9.0,19.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,Mandiant,,UNC53,CN,China,,
13982,2628,,,,,,,,,,,,,,
13983,2626,2023.0,9.0,18.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,BlackBerry Research and Intelligence Team,,,ASIA,Asia (region),,
13984,2625,,,,,,,,,,,,,,
13985,2624,2023.0,9.0,14.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Mandiant,,Scattered Spider/Octo Tempest fka Storm-0875/UNC3944/Scatter Swine/Muddled Libra/Roasted 0ktapus/Star Fraud < The Comm,,,Non-state-group,Criminal(s)
13995,1076,2020.0,,,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,,,MSS,CN,China,State,
13995,1076,2020.0,,,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,,,"Storm-0062 fka Dev-0062/DarkShadow/Oro01xy/Oro0lxy (Li Xiaoyu) < (Guangdong State Security Department (GSSD), MSS))",CN,China,State,
14017,2623,2023.0,9.0,14.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Mandiant,,,,,Non-state-group,Criminal(s)
14018,2622,,,,,,,,,,,,,,
14019,2621,2023.0,9.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,USDoD,,USDoD,,,,
14020,2620,2023.0,9.0,14.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Colombia,"Saul Kattan (High Presidential Adviser for Digital Transformation, Colombia)",,RansomHouse,,,Non-state-group,Criminal(s)
14034,2619,2023.0,9.0,14.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064/Refined Kitten,IR,"Iran, Islamic Republic of",State affiliated actor,
14035,2618,2023.0,9.0,13.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Canada,Access Now,,,,,State,
14035,2618,2023.0,9.0,13.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Canada,CitizenLab,,,,,State,
14035,2618,2023.0,9.0,13.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Global (region),Access Now,,,,,State,
14035,2618,2023.0,9.0,13.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Global (region),CitizenLab,,,,,State,
14148,2384,,,,,,,,,,,,,,
14218,2782,,,,,,,,,,,,,,
14220,2781,,,,,,,,,,,,,,
14222,2780,2023.0,10.0,4.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,BlackCat/ALPHV,,BlackCat/ALPHV,,,Non-state-group,Criminal(s)
14224,2788,,,,,,,,,,,,,,
14225,2787,,,,,,,,,,,,,,
14246,2786,,,,,,,,,,,,,,
14271,2772,,,,,,,,,,,,,,
14273,2770,2023.0,11.0,7.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Palo Alto Networks Unit 42,,,CN,China,,
14282,2761,,,,,,,,,,,,,,
14291,2341,2023.0,6.0,9.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Daixin Team,,Daixin Team,,,Non-state-group,Criminal(s)
14346,666,,,,,,,,,,,,,,
14347,666,2018.0,,,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Appin Security Group,KZ,Kazakhstan,State affiliated actor,
14375,1431,2022.0,3.0,8.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,Anonymous,,,Non-state-group,Hacktivist(s)
14376,1446,2022.0,4.0,30.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,Anonymous,,,Non-state-group,Hacktivist(s)
14376,1446,2022.0,4.0,30.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,NB65,,,Non-state-group,Hacktivist(s)
14376,1446,2022.0,4.0,30.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,@DepaixPorteur,,,Non-state-group,Hacktivist(s)
14383,2751,,,,,,,,,,,,,,
14386,2748,2023.0,11.0,15.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,BlackBasta,,BlackBasta,,,Non-state-group,Criminal(s)
14387,2747,,,,,,,,,,,,,,
14388,2802,,,,,,,,,,,,,,
14389,2801,,,,,,,,,,,,,,
14391,2327,,,,,,,,,,,,,,
14392,2328,2023.0,6.0,6.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Adlumin,,,,,State,
14396,2370,2023.0,6.0,21.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",AhnLab,,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14399,2373,2023.0,6.0,21.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",AhnLab,,Kimsuky/Velvet Chollima/STOLEN PENCIL/Emerald Sleet fka THALLIUM/Black Banshee/G0094,KP,"Korea, Democratic People's Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14400,2374,,,,,,,,,,,,,,
14401,2391,2023.0,6.0,21.0,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Italy,Basile Diagnostic Center for Nuclear Medicine,,,,,Individual hacker(s),
14405,2402,2023.0,6.0,30.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,,,,State,
14405,2402,2023.0,6.0,30.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,Communications-Electronic Security Group (CESG),,,,,State,
14406,2403,,,,,,,,,,,,,,
14407,2404,2023.0,6.0,22.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,CrowdStrike,,Volt Typhoon fka DEV-0391/BRONZE SILHOUETTE/Vanguard Panda/UNC3236/Insidious Taurus/TAG-87/VOLTZITE,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14408,2405,2023.0,6.0,28.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,SiegedSec,,SiegedSec,,,Non-state-group,Hacktivist(s)
14409,2407,,,,,,,,,,,,,,
14410,2409,2023.0,6.0,25.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,Medusa Ransomware Group,,,Non-state-group,Criminal(s)
14412,2421,2023.0,7.0,9.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",United Kingdom,Financial Times,,,,,Non-state-group,Criminal(s)
14415,2412,,,,,,,,,,,,,,
14419,2414,2023.0,7.0,5.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Cyclops,,,,,Non-state-group,Criminal(s)
14420,2416,2023.0,7.0,6.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Proofpoint,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,
14422,2417,2023.0,7.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,SiegedSec,,SiegedSec,,,Non-state-group,Hacktivist(s)
14424,2418,,,,,,,,,,,,,,
14426,2419,,,,,,,,,,,,,,
14427,2420,,,,,,,,,,,,,,
14428,2422,2023.0,6.0,23.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,BlackCat/ALPHV,,BlackCat/ALPHV,,,Non-state-group,Criminal(s)
14429,2423,,,,,,,,,,,,,,
14430,2425,2023.0,6.0,5.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Snatch Ransomware Group,,Snatch Ransomware Group,,,Non-state-group,Criminal(s)
14432,2430,,,,,,,,,,,,,,
14433,2431,,,,,,,,,,,,,,
14434,2433,2023.0,7.0,17.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Russia,F.A.C.C.T.,,RedCurl,,,Non-state-group,Criminal(s)
14435,2434,2023.0,7.0,12.0,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,JumpCloud,,,,,State affiliated actor,
14436,2434,2023.0,7.0,20.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,SentinelOne,,,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14437,2434,2023.0,7.0,20.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,CrowdStrike,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14438,2434,2023.0,7.0,23.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Mandiant,,Jade Sleet fka Storm-0954/TraderTraitor/UNC4899 (Reconaissance General Bureau),KP,"Korea, Democratic People's Republic of",State affiliated actor,
14439,2434,2023.0,7.0,20.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,Mandiant,,,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14440,2435,,,,,,,,,,,,,,
14441,2436,,,,,,,,,,,,,,
14442,2437,,,,,,,,,,,,,,
14443,2438,,,,,,,,,,,,,,
14444,2440,,,,,,,,,,,,,,
14447,2446,,,,,,,,,,,,,,
14448,2448,,,,,,,,,,,,,,
14449,2449,,,,,,,,,,,,,,
14450,2450,2023.0,7.0,24.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Japan,AhnLab,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14451,2451,2023.0,7.0,17.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14508,203,2011.0,6.0,2.0,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,Google,,,CN,China,State affiliated actor,
14509,1081,2020.0,12.0,9.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Switzerland,Reversing Lab,,Rana Company/Ministry of Intelligence and Security (Iran),IR,"Iran, Islamic Republic of",State affiliated actor,
14509,1081,2020.0,12.0,9.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Switzerland,Reversing Lab,,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),IR,"Iran, Islamic Republic of",State affiliated actor,
14510,1081,2020.0,9.0,17.0,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,Federal Bureau of Investigation (FBI),,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),IR,"Iran, Islamic Republic of",State affiliated actor,
14510,1081,2020.0,9.0,17.0,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,Federal Bureau of Investigation (FBI),,Rana Company/Ministry of Intelligence and Security (Iran),IR,"Iran, Islamic Republic of",State affiliated actor,
14512,2666,2023.0,10.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Killnet,,Killnet,RU,Russia,Non-state-group,Hacktivist(s)
14514,2752,2023.0,10.0,30.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,UserSec,,UserSec,RU,Russia,Non-state-group,Hacktivist(s)
14632,2454,,,,,,,,,,,,,,
14634,2456,,,,,,,,,,,,,,
14643,2457,,,,,,,,,,,,,,
14644,2458,,,,,,,,,,,,,,
14647,2461,2023.0,6.0,19.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,NoEscape Ransomware Group,,NoEscape,,,Non-state-group,Criminal(s)
14648,2462,2023.0,7.0,27.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous Sudan (Storm-1359) < Killnet,,Anonymous Sudan (Storm-1359) < Killnet,,,Non-state-group,Hacktivist(s)
14660,2665,2023.0,10.0,3.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Cuba Ransomware,,Cuba Ransomware,,,Non-state-group,Criminal(s)
14661,2468,2023.0,7.0,20.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Russia,Kaspersky,,"APT31/Violet Typhoon fka ZIRCONIUM/BRONZE VINEWOOD/G0128/Judgment Panda/Red Keres/Altaire (Wuhan Xiaoruizhi Science and Technology Company, MSS Hubei State Security Department)",CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14663,2469,2023.0,8.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14666,2471,2023.0,7.0,31.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14670,2472,,,,,,,,,,,,,,
14694,1284,2021.0,7.0,1.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United States,National Security Agency (NSA),,,RU,Russia,State affiliated actor,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,SVR,RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Canada,United Kingdom’s National Cyber Security Centre (NCSC),,SVR,RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Canada,Communications Security Establishment Canada (CSEC),,SVR,RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Canada,United Kingdom’s National Cyber Security Centre (NCSC),,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Canada,Communications Security Establishment Canada (CSEC),,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,Communications Security Establishment Canada (CSEC),,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),RU,Russia,State,
14695,1307,2020.0,7.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United Kingdom,Communications Security Establishment Canada (CSEC),,SVR,RU,Russia,State,
14701,120,2009.0,7.0,1.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",Korea Communications Commission ,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14702,120,2009.0,7.0,1.0,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)","Korea, Republic of",National Intelligence Service (South Korea),,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14704,2783,,,,,,,,,,,,,,
14705,1555,2022.0,1.0,18.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",United Kingdom,,,,RU,Russia,,
14717,142,2010.0,4.0,1.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",United States,Abc,,,CN,China,State,
14718,142,2018.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,CN,China,State,
14719,317,2014.0,5.0,20.0,,Attribution by receiver government / state entity,Domestic legal action,United States,US Department of Justice (DoJ),,,CN,China,State,
14720,429,2013.0,12.0,1.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Romania,,,Guccifer,RO,Romania,Individual hacker(s),
14721,429,2014.0,1.0,1.0,,Attribution by receiver government / state entity,Domestic legal action,Romania,Romanian Directorate for Investigating Organized Crime and Terrorism,,Guccifer,RO,Romania,Individual hacker(s),
14749,663,2019.0,4.0,1.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Germany,DCSO,,APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14750,663,2019.0,,,,Attribution by receiver government / state entity,Statement in media report and political statement/technical report,Germany,Bundesamt für Verfassungsschutz,,APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,CN,China,State affiliated actor,
14751,933,,,,,Attribution by receiver government / state entity,Domestic legal action,Germany,Bundesamt für Sicherheits und Informationstechnik,,Spiderman,GB,United Kingdom,Non-state-group,Criminal(s)
14752,1111,2020.0,2.0,1.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Israel,ClearSky,,Fox Kitten/Parasite/Lemon Sandstorm fka RUBIDIUM/PIONEER KITTEN/UNC757/G0117/Br0k3r/xplfinder (Danesh Novin Sahand),IR,"Iran, Islamic Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14753,1111,2020.0,8.0,1.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Federal Bureau of Investigation (FBI),,Fox Kitten/Parasite/Lemon Sandstorm fka RUBIDIUM/PIONEER KITTEN/UNC757/G0117/Br0k3r/xplfinder (Danesh Novin Sahand),IR,"Iran, Islamic Republic of",State affiliated actor,
14754,1176,2020.0,10.0,24.0,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,Cybersecurity and Infrastructure Security Agency (CISA),,MSS,CN,China,State,
14754,1176,2020.0,10.0,24.0,,Attribution by receiver government / state entity,Political statement/report and indictment / sanctions,United States,Cybersecurity and Infrastructure Security Agency (CISA),,"Storm-0062 fka Dev-0062/DarkShadow/Oro01xy/Oro0lxy (Li Xiaoyu) < (Guangdong State Security Department (GSSD), MSS))",CN,China,State,
14775,1242,2019.0,5.0,28.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Palo Alto Networks Unit 42,,Emissary Panda/APT27/Lucky Mouse/BRONZE UNION/TEMP.Hippo/Group 35/TG-3390/Iron Tiger/ZipToken/G0027,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14776,1242,2019.0,12.0,15.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)","Iran, Islamic Republic of",,,Emissary Panda/APT27/Lucky Mouse/BRONZE UNION/TEMP.Hippo/Group 35/TG-3390/Iron Tiger/ZipToken/G0027,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14781,125,2010.0,,,,Receiver attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Google,,"Axiom/APT17/Aurora Panda/Bronze Keystone/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",CN,China,State affiliated actor,
14782,125,2010.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,"Axiom/APT17/Aurora Panda/Bronze Keystone/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",CN,China,State affiliated actor,
14783,125,2010.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Axiom/APT17/Aurora Panda/Bronze Keystone/Tailgater Team/Group 72/Dogfish/G0001 (MSS, Jinan Bureau) < Winnti Umbrella/G0044 ",,,,
14784,1065,2017.0,10.0,25.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Germany,We live security,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",,,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14784,1065,2017.0,10.0,25.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Germany,We live security,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",,,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Australia,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",New Zealand,,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State,
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United Kingdom,,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State,
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United Kingdom,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",New Zealand,,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
