attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
14785,1065,2018.0,9.0,29.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Australia,,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State,
14786,1065,2017.0,10.0,3.0,,Attribution by third-party,"Political statement / report (e.g., on government / state agency websites)",Ukraine,Security Service of Ukraine (SBU),,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State,
14786,1065,2017.0,10.0,3.0,,Attribution by third-party,"Political statement / report (e.g., on government / state agency websites)",Ukraine,Security Service of Ukraine (SBU),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State,
14827,2861,,,,,,,,,,,,,,
14830,2858,,,,,,,,,,,,,,
14831,2857,,,,,,,,,,,,,,
14832,2843,2023.0,11.0,28.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Daixin Team,,Daixin Team,,,Non-state-group,Criminal(s)
14833,2834,,,,,,,,,,,,,,
14834,2833,,,,,,,,,,,,,,
14835,2832,,,,,,,,,,,,,,
14836,2831,,,,,,,,,,,,,,
14837,2830,,,,,,,,,,,,,,
14838,2828,,,,,,,,,,,,,,
14839,2827,2023.0,11.0,23.0,,Attacker confirms,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",,Meow,,Meow,,,Non-state-group,Criminal(s)
14853,2473,,,,,,,,,,,,,,
14855,2475,2023.0,7.0,30.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,Medusa Ransomware Group,,,Non-state-group,Criminal(s)
14856,2476,,,,,,,,,,,,,,
14864,2478,2023.0,8.0,7.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,SentinelOne,,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14865,2479,,,,,,,,,,,,,,
14866,2480,2023.0,9.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Ragnar Locker,,Ragnar Locker ,,,Non-state-group,Criminal(s)
14868,2482,2023.0,8.0,8.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Recorded Future,,RedHotel/Aquatic Panda/BRONZE UNIVERSITY/Charcoal Typhoon fka CHROMIUM/Earth Lusca/Red Scylla/ControlX/Fishmonger/DeepCliff/POISON CARP (I-Soon),CN,China,State affiliated actor,
14869,2483,2023.0,8.0,7.0,,Attribution by third-party,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,National Security Agency (NSA),,People's Liberation Army (PLA),CN,China,State,
14870,2825,2023.0,10.0,13.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",AhnLab,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",National Intelligence Service (NIS),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",United Kingdom’s National Cyber Security Centre (NCSC),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",National Intelligence Service (NIS),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,National Intelligence Service (NIS),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Korea, Republic of",United Kingdom’s National Cyber Security Centre (NCSC),,,KP,"Korea, Democratic People's Republic of",State,
14871,2825,2023.0,11.0,23.0,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,National Intelligence Service (NIS),,,KP,"Korea, Democratic People's Republic of",State,
14874,2484,2023.0,8.0,8.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Recorded Future,,RedHotel/Aquatic Panda/BRONZE UNIVERSITY/Charcoal Typhoon fka CHROMIUM/Earth Lusca/Red Scylla/ControlX/Fishmonger/DeepCliff/POISON CARP (I-Soon),CN,China,State affiliated actor,
14877,2487,2023.0,6.0,6.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14879,2798,,,,,,,,,,,,,,
14880,2797,,,,,,,,,,,,,,
14882,2489,2023.0,6.0,10.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14883,2490,2023.0,7.0,24.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,SiegedSec,,SiegedSec,,,Non-state-group,Hacktivist(s)
14884,2491,2023.0,8.0,6.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,,,,UA,Ukraine,Non-state-group,Hacktivist(s)
14885,2491,2023.0,8.0,7.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,,,,UA,Ukraine,Non-state-group,Hacktivist(s)
14886,2492,2023.0,8.0,10.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Slovakia,ESET,,MoustachedBouncer,BY,Belarus,,
14887,2493,2023.0,8.0,22.0,,Attribution by third-party,"Political statement / report (e.g., on government / state agency websites)",United States,Federal Bureau of Investigation (FBI),,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14888,2495,,,,,,,,,,,,,,
14889,2496,2023.0,8.0,10.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Russia,Kaspersky,,FIN12/Pistachio Tempest fka DEV-0237,,,Non-state-group,Criminal(s)
14890,2497,2023.0,7.0,26.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Thesnake02,,Thesnake02,,,Non-state-group,Criminal(s)
14891,2498,2023.0,8.0,10.0,,Receiver attributes attacker,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Akira Ransomware Group,,Akira Ransomware Group/Storm-1567,,,Non-state-group,Criminal(s)
14892,2499,,,,,,,,,,,,,,
14893,2503,2023.0,8.0,13.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Akhira,,Akhira,,,Individual hacker(s),
14894,2504,,,,,,,,,,,,,,
14896,2509,,,,,,,,,,,,,,
14897,2510,,,,,,,,,,,,,,
14898,2513,2023.0,8.0,17.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,Adlumin,,PLAY,,,Non-state-group,Criminal(s)
14899,2514,,,,,,,,,,,,,,
14900,2515,2023.0,8.0,17.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Trellix,,Scattered Spider/Octo Tempest fka Storm-0875/UNC3944/Scatter Swine/Muddled Libra/Roasted 0ktapus/Star Fraud < The Comm,,,Non-state-group,Criminal(s)
14901,2516,,,,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,NoEscape Ransomware Group,,NoEscape,,,Non-state-group,Criminal(s)
14902,2518,2023.0,5.0,22.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Royal Ransomware Group,,Royal Ransomware Group,,,Non-state-group,Criminal(s)
14903,2519,2023.0,8.0,19.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
14905,2520,,,,,,,,,,,,,,
14906,2521,2023.0,8.0,20.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,Medusa Ransomware Group,,,Non-state-group,Criminal(s)
14910,2528,,,,,,,,,,,,,,
14911,2529,,,,,,,,,,,,,,
14912,2532,,,,,,,,,,,,,,
14932,2534,,,,,,,,,,,,,,
14933,2535,2023.0,8.0,22.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Slovakia,ESET,,CosmicBeetle,,,,
14934,2539,2023.0,8.0,24.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Cisco Talos Intelligence,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14936,2541,,,,,,,,,,,,,,
14937,2542,,,,,,,,,,,,,,
14938,2543,,,,,,,,,,,,,,
14939,2544,2023.0,8.0,1.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,LockBit,,LockBit,RU,Russia,Non-state-group,Criminal(s)
14941,2547,2023.0,8.0,30.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,CN,China,State affiliated actor,
14942,2548,2023.0,8.0,30.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
14988,842,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14988,842,2017.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Reconnaissance General Bureau,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14989,842,2017.0,,,,Attribution by third-party,Domestic legal action,,,,Reconnaissance General Bureau,KP,"Korea, Democratic People's Republic of",State affiliated actor,
14989,842,2017.0,,,,Attribution by third-party,Domestic legal action,,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14992,1297,2020.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
14994,1296,2020.0,12.0,23.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,Securelist,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State,
15004,103,2016.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State,
15051,2859,2023.0,11.0,30.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Cyber Avengers / Cyber Av3ngers,,Cyber Avengers/Cyber Av3ngers < Storm-0784/Shahid Kaveh Group (IRGC-CEC),IR,"Iran, Islamic Republic of",State affiliated actor,
15053,2835,2023.0,11.0,17.0,,Attacker confirms,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
